GLOBALEVENTID,SQLDATE,Actor1Name,Actor2Name,Actor1CountryCode,Actor2CountryCode,EventCode,QuadClass,GoldsteinScale,AvgTone,ActionGeo_Lat,ActionGeo_Long,ActionGeo_Type,SOURCEURL
1271839216,20251031,GOVERNOR,,,,190,4,-10.0,-3.31599479843953,26.1147,-14.3892,4,https://cedarnews.net/bbc/%D9%85%D8%AC%D9%84%D8%B3-%D8%A7%D9%84%D8%A3%D9%85%D9%86-%D9%8A%D8%B5%D9%88%D8%AA-%D8%B9%D9%84%D9%89-%D8%AF%D8%B9%D9%85-%D8%AE%D8%B7%D8%A9-%D8%A7%D9%84%D8%AD%D9%83%D9%85-%D8%A7%D9%84%D8%B0%D8%A7%D8%AA/886709/
1241755259,20250504,SEPARATIST,,,,190,4,-10.0,-8.78048780487802,26.6792,-11.6781,4,https://www.moroccoworldnews.com/2025/05/196685/polisario-uses-terrorism-threats-to-deter-foreign-investment-in-moroccos-southern-provinces/
1241755261,20250504,SEPARATIST,MOROCCO,,MAR,190,4,-10.0,-8.78048780487802,26.6792,-11.6781,4,https://www.moroccoworldnews.com/2025/05/196685/polisario-uses-terrorism-threats-to-deter-foreign-investment-in-moroccos-southern-provinces/
1241755260,20250504,SEPARATIST,WESTERN SAHARA,,MAR,190,4,-10.0,-8.78048780487802,26.6792,-11.6781,4,https://www.moroccoworldnews.com/2025/05/196685/polisario-uses-terrorism-threats-to-deter-foreign-investment-in-moroccos-southern-provinces/
1071358072,20221109,WESTERN SAHARA,MOROCCO,MAR,MAR,1822,4,-9.0,-10.3846153846154,27.135,-13.1625,4,https://www.la-croix.com/Monde/Torture-prisonniers-sahraouis-portent-plainte-contre-Maroc-devant-lONU-2022-11-09-1201241497
1275306959,20251120,WESTERN SAHARA,,MAR,,194,4,-10.0,-2.43190661478599,27.4143,-9.04784,4,https://mg.co.za/thought-leader/opinion/2025-11-21-unsc-resolution-a-betrayal-of-western-sahara/
1065206195,20220928,MAURITANIA,WESTERN SAHARA,MRT,MAR,190,4,-10.0,0.13698630136987,21.2167,-17.0167,4,https://atalayar.com/en/content/morocco-and-mauritania-reinforce-their-exchange-information-and-intelligence
1128749003,20230923,ALGERIA,UNITED NATIONS,DZA,,190,4,-10.0,1.92307692307693,25.0,-13.5,1,https://www.eldjoumhouria.dz/article/15493/
1280609825,20251223,MOROCCO,,MAR,,190,4,-10.0,-0.99535500995355,25.0,-13.5,1,https://www.hespress.com/%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8-%D9%88%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1-%D8%A8%D9%85%D8%AC%D9%84%D8%B3-%D8%A7%D9%84%D8%A3%D9%85%D9%86-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A-%D8%AF%D8%B1-1675390.html
1280609826,20251223,MOROCCO,,MAR,,190,4,-10.0,-0.99535500995355,25.0,-13.5,1,https://www.hespress.com/%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8-%D9%88%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1-%D8%A8%D9%85%D8%AC%D9%84%D8%B3-%D8%A7%D9%84%D8%A3%D9%85%D9%86-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A-%D8%AF%D8%B1-1675390.html
1280536852,20251222,GOVERNMENT,,,,191,4,-9.5,-4.37445319335083,25.0,-13.5,1,https://www.thetimes.com/world/europe/article/closed-borders-eu-migration-v6czjltcc
1071278832,20221109,,MOROCCO,,MAR,1822,4,-9.0,-10.6537530266344,27.135,-13.1625,4,https://fr.allafrica.com/stories/202211090117.html
1071301383,20221109,ALGERIA,,DZA,,1821,4,-9.0,-9.5846645367412,25.0,-13.5,1,https://labass.net/68543-parlement-europeen-temoignage-choquant-de-khadijatou-mahmoud-sur-son-viol-par-le-chef-du-polisario.html
1071293216,20221109,MOROCCO,CANARY ISLANDS,MAR,ESP,1712,4,-9.2,0.99857346647646,23.6609,-15.9532,4,https://atalayar.com/en/blog/rivalry-between-dakhla-and-canary-islands-their-aspirations-be-tricontinental-platform
1254157871,20250726,WESTERN SAHARA,,MAR,,193,4,-10.0,-4.65717981888745,23.6609,-15.9532,4,https://www.middleeasteye.net/news/sahrawi-filmmakers-criticise-christopher-nolan-shooting-film-occupied-western-sahara
1266861574,20251005,WESTERN SAHARA,EGYPT,MAR,EGY,190,4,-10.0,4.94296577946768,25.0,-13.5,1,https://www.elfagr.org/5229559
1266861465,20251005,EGYPT,WESTERN SAHARA,EGY,MAR,190,4,-10.0,4.94296577946768,25.0,-13.5,1,https://www.elfagr.org/5229559
1279938323,20251218,MOROCCO,JOURNALIST,MAR,,190,4,-10.0,-5.03540519276161,25.0,-13.5,1,https://www.middleeasteye.net/news/eu-provisional-safe-countries-list-includes-repressive-states
1279938326,20251218,MOROCCO,ACTIVIST,MAR,,190,4,-10.0,-5.03540519276161,25.0,-13.5,1,https://www.middleeasteye.net/news/eu-provisional-safe-countries-list-includes-repressive-states
1290125364,20260220,MOROCCO,THE AU,MAR,AFR,190,4,-10.0,-5.08474576271186,25.0,-13.5,1,"https://www.africaintelligence.com/north-africa/2026/02/20/the-inconclusive-battle-waged-within-the-au-over-western-sahara,110663483-art"
1065262775,20220929,MOROCCO,ISRAEL,MAR,ISR,190,4,-10.0,-0.27998133457769,25.0,-13.5,1,https://www.jns.org/opinion/leveraging-the-abraham-accords-for-israels-relations-with-europe/
1065267472,20220929,AFRICA,MOROCCO,AFR,MAR,192,4,-9.5,1.33333333333333,25.0,-13.5,1,https://www.businesslive.co.za/fm/opinion/in-good-faith/2022-09-29-carmel-rickard-no-neutral-ground-on-western-sahara-issue/
1316614697,20260803,SPANISH,,ESP,,192,4,-9.5,1.10584518167457,27.135,-13.1625,4,http://www.bignewsnetwork.com/news/279220969/morocco-honors-trump-with-name-change
1113824807,20230709,ITALIAN,,ITA,,190,4,-10.0,-2.86259541984733,25.0,-13.5,1,https://www.dostor.org/4444479
1113824809,20230709,ITALIAN,EGYPT,ITA,EGY,190,4,-10.0,-2.86259541984733,25.0,-13.5,1,https://www.dostor.org/4444479
1169107545,20240411,PARIS,,FRA,,190,4,-10.0,-1.69371912491179,25.0,-13.5,1,http://www.nspm.rs/hronika/na-danasnji-dan-1945.-y-moskvi-josip-broz-tito-potpisao-ugovor-o-prijateljstvu-uzajamnoj-pomoci-i-saradnji-ubijeni-radovan-stojicic-1997-i-slavko-curuvija-1999-2022.-vlajko-stojiljkovic-izvrsio-samoubistvo-1977.-umro-prever.html
1257144484,20250812,PRISON,,,,1822,4,-9.0,-4.53367875647668,25.0,-13.5,1,https://www.omct.org/en/resources/blog/facesofhope-testament-to-resilience-human-rights-defenderss
1257118217,20250812,UNITED STATES,WESTERN SAHARA,USA,MAR,193,4,-10.0,-0.7716049382716,23.6609,-15.9532,4,https://www.theolivepress.es/spain-news/2025/08/12/spanish-film-stars-including-javier-bardem-slam-british-oscar-winning-director-for-filming-new-blockbuster-in-occupied-western-sahara/
1297628497,20260404,BASQUE,MOROCCAN,,MAR,186,4,-10.0,-4.29184549356224,22.9629,-14.6814,4,https://www.afriquesenlutte.org/afrique-du-nord/republique-sahraouie/article/western-sahara-mass-grave-basque
1297628197,20260404,MOROCCAN,BASQUE,MAR,,186,4,-10.0,-4.29184549356224,22.9629,-14.6814,4,https://www.afriquesenlutte.org/afrique-du-nord/republique-sahraouie/article/western-sahara-mass-grave-basque
1297528094,20260403,FARMER,,,,192,4,-9.5,-2.51256281407035,23.6609,-15.9532,4,https://nos.nl/artikel/2608938-nederlands-schip-werkt-in-bezet-gebied-mogelijk-schending-internationaal-recht
1316209141,20260731,MIGRANT,,,,192,4,-9.5,-2.8969563623029,25.0,-13.5,1,https://www.standardmedia.co.ke/europe/article/2001554222/thousands-cross-into-spains-north-africa-enclave-in-new-migrant-crisis
1316241258,20260731,FIGHTER,MOROCCO,,MAR,190,4,-10.0,-2.99401197604791,25.0,-13.5,1,https://www.azzaman.com/%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D9%88%D8%B2%D8%B1%D8%A7%D8%A1-%D8%A7%D9%84%D8%A5%D8%B3%D8%A8%D8%A7%D9%86%D9%8A-%D9%8A%D8%B2%D9%88%D8%B1-%D8%B3%D8%A8%D8%AA%D8%A9-%D8%A8%D8%B9%D8%AF-%D8%AA%D8%AF/
1316241033,20260731,MOROCCO,FIGHTER,MAR,,190,4,-10.0,-2.99401197604791,25.0,-13.5,1,https://www.azzaman.com/%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D9%88%D8%B2%D8%B1%D8%A7%D8%A1-%D8%A7%D9%84%D8%A5%D8%B3%D8%A8%D8%A7%D9%86%D9%8A-%D9%8A%D8%B2%D9%88%D8%B1-%D8%B3%D8%A8%D8%AA%D8%A9-%D8%A8%D8%B9%D8%AF-%D8%AA%D8%AF/
1254795392,20250730,WESTERN SAHARA,,MAR,,193,4,-10.0,-2.65700483091788,23.6609,-15.9532,4,https://www.thestatesman.com/entertainment/hollywood/christopher-nolan-criticised-for-shooting-the-odyssey-in-disputed-region-of-western-sahara-1503464417.html
1254795393,20250730,WESTERN SAHARA,,MAR,,193,4,-10.0,-2.65700483091788,23.6609,-15.9532,4,https://www.thestatesman.com/entertainment/hollywood/christopher-nolan-criticised-for-shooting-the-odyssey-in-disputed-region-of-western-sahara-1503464417.html
1263633970,20250917,MIGRANT,,,,190,4,-10.0,-11.727078891258,23.6609,-15.9532,4,https://londonlovesbusiness.com/at-least-50-migrants-tortured-shot-and-murdered-then-thrown-into-the-sea/
1272258939,20251103,ARMED GROUP,,,,190,4,-10.0,-2.87039721658452,22.5367,-14.294,4,https://www.moroccoworldnews.com/2025/11/266410/the-great-deception-how-polisario-manufactured-a-people-and-lost-at-the-un/
1272258940,20251103,ARMED GROUP,,,,190,4,-10.0,-2.87039721658452,21.5825,-14.9491,4,https://www.moroccoworldnews.com/2025/11/266410/the-great-deception-how-polisario-manufactured-a-people-and-lost-at-the-un/
1069417520,20221027,SPAIN,MOROCCO,ESP,MAR,190,4,-10.0,-1.30576713819369,25.0,-13.5,1,https://www.investmentmonitor.ai/analysis/why-do-ceuta-and-melilla-matter-to-spain-and-morocco
1069417727,20221027,MOROCCO,SPAIN,MAR,ESP,190,4,-10.0,-1.30576713819369,25.0,-13.5,1,https://www.investmentmonitor.ai/analysis/why-do-ceuta-and-melilla-matter-to-spain-and-morocco
1124529859,20230903,ISRAEL,REBEL,ISR,,190,4,-10.0,-1.86666666666666,25.0,-13.5,1,https://www.timesofisrael.com/in-first-head-of-moroccan-senate-to-make-state-visit-to-knesset-on-thursday/
1124515993,20230903,COAST GUARD,,,,193,4,-10.0,-4.40097799511002,25.0,-13.5,1,http://www.kreiszeitung.de/welt/tot-algerien-marokko-urlaub-mittelmeer-jetski-92494277.html
1124530053,20230903,REBEL,ISRAEL,,ISR,190,4,-10.0,-1.86666666666666,25.0,-13.5,1,https://www.timesofisrael.com/in-first-head-of-moroccan-senate-to-make-state-visit-to-knesset-on-thursday/
1124588984,20230903,ALGERIA,MOROCCO,DZA,MAR,193,4,-10.0,-8.35820895522388,23.6609,-15.9532,4,https://www.i24news.tv/en/news/international/africa/1693765107-algerian-confirms-firing-at-moroccan-jet-skiers-in-territorial-waters
1124588983,20230903,ALGERIA,MOROCCO,DZA,MAR,193,4,-10.0,-8.35820895522388,23.6609,-15.9532,4,https://www.i24news.tv/en/news/international/africa/1693765107-algerian-confirms-firing-at-moroccan-jet-skiers-in-territorial-waters
1315422512,20260726,MOROCCO,,MAR,,192,4,-9.5,2.74314214463841,23.6609,-15.9532,4,https://www.albawaba.net/news/historic-courage-morocco-honors-trump-1633846
1103025708,20230517,BASRA,,IRQ,,193,4,-10.0,11.3333333333333,25.0,-13.5,1,https://www.andhrajyothy.com/2023/telangana/hyderabad/basara-himanshu-in-yadadri-1069586.html
1102991213,20230517,REFUGEE,MOROCCAN,,MAR,190,4,-10.0,-4.35022026431718,26.6792,-11.6781,4,https://www.thenewhumanitarian.org/news-feature/2023/05/17/morocco-sahrawi-drone-attacks
1106831965,20230605,WESTERN SAHARA,ALGERIA,MAR,DZA,190,4,-10.0,-4.49970396684428,25.0,-13.5,1,https://en.qantara.de/content/consequences-of-the-military-intervention-in-mali-a-tinderbox-situation
1106831412,20230605,ALGERIA,WESTERN SAHARA,DZA,MAR,190,4,-10.0,-4.49970396684428,25.0,-13.5,1,https://en.qantara.de/content/consequences-of-the-military-intervention-in-mali-a-tinderbox-situation
1238770911,20250418,MOROCCO,JOURNALIST,MAR,,190,4,-10.0,-5.87484035759897,25.0,-13.5,1,https://www.middleeasteye.net/news/dissidents-shocked-after-egypt-tunisia-morocco-turkey-listed-safe-countries
1238770914,20250418,MOROCCO,ACTIVIST,MAR,,190,4,-10.0,-5.87484035759897,25.0,-13.5,1,https://www.middleeasteye.net/news/dissidents-shocked-after-egypt-tunisia-morocco-turkey-listed-safe-countries
1248224444,20250606,MOROCCO,,MAR,,190,4,-10.0,0.0931098696461801,23.6609,-15.9532,4,https://www.dw.com/en/new-uk-support-boosts-moroccos-claim-on-western-sahara/a-72817371
1248223591,20250606,,MOROCCO,,MAR,190,4,-10.0,0.0931098696461801,23.6609,-15.9532,4,https://www.dw.com/en/new-uk-support-boosts-moroccos-claim-on-western-sahara/a-72817371
1276559346,20251128,ALGERIA,,DZA,,190,4,-10.0,-0.406504065040649,25.0,-13.5,1,https://www.lemonde.fr/en/le-monde-africa/article/2025/11/28/algeria-launches-charm-offensive-toward-the-us_6747912_124.html
1310256027,20260622,WESTERN SAHARA,,MAR,,203,4,-10.0,-3.24324324324324,25.0,-13.5,1,https://www.rd.nl/artikel/1153681-de-geruisloze-etnische-zuivering-van-de-westelijke-sahara
1207520225,20241101,SETTLER,ALGERIA,,DZA,190,4,-10.0,-7.42778541953232,25.0,-13.5,1,https://allafrica.com/stories/202411010090.html
1298693521,20260411,PARIS,,FRA,,190,4,-10.0,-1.70092133238838,25.0,-13.5,1,http://www.nspm.rs/hronika/na-danasnji-dan-1826.-rodjen-baron-jovan-zivkovic-1755r.-rodjen-engleski-hirurg-dzejms-parkinson-1999.-u-centru-beograda-ubijen-novinar-slavko-curuvija.html
1215078375,20241211,AFRICA,WESTERN SAHARA,AFR,MAR,180,4,-9.0,-3.33333333333333,25.0,-13.5,1,https://www.pambazuka.org/category/human-security
1215079417,20241211,WESTERN SAHARA,AFRICA,MAR,AFR,180,4,-9.0,-3.33333333333333,25.0,-13.5,1,https://www.pambazuka.org/category/human-security
1215153639,20241212,AFRICA,WESTERN SAHARA,AFR,MAR,180,4,-9.0,-3.33333333333333,25.0,-13.5,1,https://www.pambazuka.org/index.php/category/human-security
1215154364,20241212,WESTERN SAHARA,AFRICA,MAR,AFR,180,4,-9.0,-3.33333333333333,25.0,-13.5,1,https://www.pambazuka.org/index.php/category/human-security
1182837927,20240620,MOROCCO,,MAR,,190,4,-10.0,-4.06235238545111,25.0,-13.5,1,http://slguardian.org/new-world-new-hope-the-struggle-for-a-free-western-sahara-continues/
1270629444,20241025,THE UN,TERRORIST,,,190,4,-10.0,-7.35294117647062,27.4143,-9.04784,4,https://www.moroccoworldnews.com/2025/10/265131/unsg-condemns-polisarios-repeated-ceasefire-violations-terrorist-attacks/
1251987380,20250714,AFRICAN UNION,SEPARATIST,AFR,,1712,4,-9.2,-5.64738292011019,25.0,-13.5,1,https://www.moroccoworldnews.com/2025/06/221797/eu-says-it-again-neither-eu-nor-members-recognize-self-styled-sadr/
1080857831,20221220,POLICE,,,,190,4,-10.0,-6.61417322834646,25.0,-13.5,1,https://www.rnz.co.nz/news/top/482640/italian-pier-antonio-panzeri-held-in-eu-qatargate-bribery-probe-agrees-to-tell-all
1080857830,20221220,POLICE,,,,1711,4,-9.2,-6.61417322834646,25.0,-13.5,1,https://www.rnz.co.nz/news/top/482640/italian-pier-antonio-panzeri-held-in-eu-qatargate-bribery-probe-agrees-to-tell-all
1080857832,20221220,POLICE,,,,190,4,-10.0,-6.61417322834646,25.0,-13.5,1,https://www.rnz.co.nz/news/top/482640/italian-pier-antonio-panzeri-held-in-eu-qatargate-bribery-probe-agrees-to-tell-all
1124854861,20230905,ALGERIAN,TOURIST,DZA,,193,4,-10.0,-7.11111111111111,25.0,-13.5,1,https://www.odnako.org/the-coast-guard-in-algeria-kills-two-tourists-on-jet-skis-for-trespassing/
1124854866,20230905,ALGERIAN,TOURIST,DZA,,193,4,-10.0,-7.11111111111111,25.0,-13.5,1,https://www.odnako.org/the-coast-guard-in-algeria-kills-two-tourists-on-jet-skis-for-trespassing/
1226019961,20250212,WESTERN SAHARA,ALGERIA,MAR,DZA,190,4,-10.0,-8.33333333333333,25.0,-13.5,1,https://africasacountry.com/author/abdelkader-abderrahmane
1226019618,20250212,ALGERIA,WESTERN SAHARA,DZA,MAR,190,4,-10.0,-8.33333333333333,25.0,-13.5,1,https://africasacountry.com/author/abdelkader-abderrahmane
1307938745,20260608,COMMANDER,,,,190,4,-10.0,-3.97727272727273,25.0,-13.5,1,https://www.aqlame.com/node/42856
1315513062,20250727,WESTERN SAHARA,,MAR,,193,4,-10.0,4.22222222222223,23.6609,-15.9532,4,https://economictimes.indiatimes.com/news/international/global-trends/trump-highway-in-sahara-us-president-claims-a-morrocan-660-mile-tribute-in-disputed-territory/articleshow/132662035.cms
1315514002,20260727,WESTERN SAHARA,,MAR,,193,4,-10.0,4.22222222222223,23.6609,-15.9532,4,https://economictimes.indiatimes.com/news/international/global-trends/trump-highway-in-sahara-us-president-claims-a-morrocan-660-mile-tribute-in-disputed-territory/articleshow/132662035.cms
1082001166,20230126,FRENCH,ALGERIAN,FRA,DZA,190,4,-10.0,-7.30337078651685,25.0,-13.5,1,https://news.yahoo.com/algeria-country-profile-170634573.html
1221173650,20240118,THE EUROPEAN UNION,,EUR,,192,4,-9.5,-7.54365523079013,23.6609,-15.9532,4,https://www.the-messenger.com/news/world/article_283c6ccb-a6e6-5d05-969e-199f65de3203.html
1221173651,20240118,THE EUROPEAN UNION,,EUR,,192,4,-9.5,-7.54365523079013,23.6609,-15.9532,4,https://www.the-messenger.com/news/world/article_283c6ccb-a6e6-5d05-969e-199f65de3203.html
1110926518,20230624,WESTERN SAHARA,,MAR,,194,4,-10.0,-2.84126003705992,26.0928,-10.6089,4,https://foreignpolicy.com/2023/06/24/polisario-front-morocco-conflict-western-sahara/
1110926848,20230624,FIGHTER,,,,193,4,-10.0,-2.84126003705992,22.5367,-14.294,4,https://foreignpolicy.com/2023/06/24/polisario-front-morocco-conflict-western-sahara/
1110926517,20230624,WESTERN SAHARA,,MAR,,194,4,-10.0,-2.84126003705992,26.0928,-10.6089,4,https://foreignpolicy.com/2023/06/24/polisario-front-morocco-conflict-western-sahara/
1110926536,20230624,WESTERN SAHARA,COMMANDER,MAR,,194,4,-10.0,-2.84126003705992,26.0928,-10.6089,4,https://foreignpolicy.com/2023/06/24/polisario-front-morocco-conflict-western-sahara/
1110926541,20230624,MOROCCAN,REFUGEE,MAR,,192,4,-9.5,-2.84126003705992,22.5367,-14.294,4,https://foreignpolicy.com/2023/06/24/polisario-front-morocco-conflict-western-sahara/
1110926578,20230624,COMMANDER,MOROCCAN,,MAR,190,4,-10.0,-2.84126003705992,22.5367,-14.294,4,https://foreignpolicy.com/2023/06/24/polisario-front-morocco-conflict-western-sahara/
1110926851,20230624,FIGHTER,MOROCCO,,MAR,190,4,-10.0,-2.84126003705992,22.5367,-14.294,4,https://foreignpolicy.com/2023/06/24/polisario-front-morocco-conflict-western-sahara/
1110926535,20230624,WESTERN SAHARA,COMMANDER,MAR,,194,4,-10.0,-2.84126003705992,26.0928,-10.6089,4,https://foreignpolicy.com/2023/06/24/polisario-front-morocco-conflict-western-sahara/
1276147745,20251125,MOROCCO,WESTERN SAHARA,MAR,MAR,192,4,-9.5,-2.50569476082005,26.8161,-12.8083,4,https://www.okayafrica.com/50-years-of-western-saharas-occupation-sahrawi-voices-on-morocco-the-ongoing-struggle/1418144
1124670952,20230904,ALGERIAN,MOROCCO,DZA,MAR,193,4,-10.0,-4.16666666666666,25.0,-13.5,1,https://www.faz.net/aktuell/politik/ausland/algerische-kuestenwache-erschiesst-jetskifahrer-aus-marokko-19149284.html
1124670953,20230904,ALGERIAN,MOROCCO,DZA,MAR,193,4,-10.0,-4.16666666666666,25.0,-13.5,1,https://www.faz.net/aktuell/politik/ausland/algerische-kuestenwache-erschiesst-jetskifahrer-aus-marokko-19149284.html
1124617811,20230904,LAWYER,FRANCE,,FRA,193,4,-10.0,-7.24431818181818,25.0,-13.5,1,https://www.lemonde.fr/en/international/article/2023/09/04/moroccan-jet-skiers-refusal-to-comply-led-to-shooting-algeria-says_6122428_4.html
1124726123,20230904,WESTERN SAHARA,GENDARMERIE,MAR,,190,4,-10.0,-3.64145658263306,26.0928,-10.6089,4,https://www.barrons.com/news/polisario-commander-western-sahara-fighters-killed-by-drone-c9d967fa
1124726128,20230904,WESTERN SAHARA,WESTERN SAHARA,MAR,MAR,190,4,-10.0,-3.64145658263306,26.0928,-10.6089,4,https://www.barrons.com/news/polisario-commander-western-sahara-fighters-killed-by-drone-c9d967fa
1124726184,20230904,MILITARY,GENDARMERIE,,,190,4,-10.0,-3.64145658263306,26.0928,-10.6089,4,https://www.barrons.com/news/polisario-commander-western-sahara-fighters-killed-by-drone-c9d967fa
1274241381,20251114,GOVERNANCE,EMPLOYEE,,,192,4,-9.5,2.17391304347826,25.0,-13.5,1,https://allafrica.com/stories/202511140668.html
1184149597,20240627,WESTERN SAHARA,ZIMBABWE,MAR,ZWE,193,4,-10.0,2.35294117647059,25.0,-13.5,1,https://www.dailyrecord.co.uk/tv/jeremy-clarkson-grand-tour-final-33117963
1308099490,20260608,MOROCCAN,,MAR,,190,4,-10.0,-2.98507462686567,25.0,-13.5,1,https://www.arabnews.com/node/2646449/middle-east
1254609002,20250729,,WESTERN SAHARA,,MAR,193,4,-10.0,-3.09777347531462,23.6609,-15.9532,4,https://www.dailymail.co.uk/news/article-14949747/Dark-Knight-director-Christopher-Nolan-accused-enabling-colonialism-new-film-shot-war-torn-Western-Sahara.html
1145306095,20231209,,WESTERN SAHARA,,MAR,190,4,-10.0,1.04712041884817,23.6609,-15.9532,4,https://www.elwakt.com/news/15f399662.html
1285315377,20260122,REBEL,,,,190,4,-10.0,-2.85204991087344,25.0,-13.5,1,https://www.dw.com/id/pengakuan-israel-atas-somaliland/a-75603832
1303224471,20260509,ENVOY,MOROCCO,,MAR,194,4,-10.0,-5.7945566286216,25.0,-13.5,1,https://medias24.com/2026/05/09/smara-attack-major-powers-condemn-as-polisario-is-caught-up-in-its-own-rocket-fire-1673921/
1241315719,20250501,SUDAN,,SDN,,190,4,-10.0,0.21505376344086,25.0,-13.5,1,https://www.securitycouncilreport.org/monthly-forecast/2025-05/status-update-since-our-april-forecast-6.php
1191184204,20240806,WESTERN SAHARA,,MAR,,190,4,-10.0,-5.09259259259259,26.6792,-11.6781,4,https://www.yabiladi.ma/articles/details/152726/%D8%A3%D9%86%D8%B7%D9%88%D9%86%D9%8A%D9%88-%D8%BA%D9%88%D8%AA%D9%8A%D8%B1%D9%8A%D8%B3-%D9%85%D9%86-%D8%A7%D9%84%D8%B6%D8%B1%D9%88%D8%B1%D9%8A-%D8%A7%D9%84%D8%B9%D9%88%D8%AF%D8%A9.html
1191174578,20240806,WESTERN SAHARA,,MAR,,190,4,-10.0,-4.52173913043479,25.0,-13.5,1,https://almadapaper.net/371039/
1191174009,20240806,,WESTERN SAHARA,,MAR,190,4,-10.0,-4.52173913043479,25.0,-13.5,1,https://almadapaper.net/371039/
1068255736,20221019,WESTERN SAHARA,ALGERIA,MAR,DZA,190,4,-10.0,-2.88288288288289,25.0,-13.5,1,https://www.middleeasteye.net/news/algeria-turkey-anka-drones-nears-deal
1068255428,20221019,ALGERIA,WESTERN SAHARA,DZA,MAR,190,4,-10.0,-2.88288288288289,25.0,-13.5,1,https://www.middleeasteye.net/news/algeria-turkey-anka-drones-nears-deal
1068255734,20221019,WESTERN SAHARA,ALGERIA,MAR,DZA,190,4,-10.0,-2.88288288288289,25.0,-13.5,1,https://www.middleeasteye.net/news/algeria-turkey-anka-drones-nears-deal
1068255427,20221019,ALGERIA,WESTERN SAHARA,DZA,MAR,190,4,-10.0,-2.88288288288289,25.0,-13.5,1,https://www.middleeasteye.net/news/algeria-turkey-anka-drones-nears-deal
1068147344,20221018,MOROCCO,MAURITANIA,MAR,MRT,192,4,-9.5,-4.39121756487026,25.0,-13.5,1,https://sputniknews.com/20221018/as-nations-flee-from-backing-western-sahara-south-africa-reaffirms-support-without-hesitation-1102022790.html
1068147342,20221018,MOROCCO,MAURITANIA,MAR,MRT,192,4,-9.5,-4.39121756487026,25.0,-13.5,1,https://sputniknews.com/20221018/as-nations-flee-from-backing-western-sahara-south-africa-reaffirms-support-without-hesitation-1102022790.html
1261476506,20250905,LEEDS,STUDENT,GBR,,190,4,-10.0,-3.13479623824452,27.135,-13.1625,4,https://www.private-eye.co.uk/sections.php?section_link=columnists&issue=1657
1261477130,20250905,UNITED STATES,STUDENT,USA,,190,4,-10.0,-3.13479623824452,27.135,-13.1625,4,https://www.private-eye.co.uk/sections.php?section_link=columnists&issue=1657
1112167841,20230630,COMPANIES,MOROCCAN,,MAR,192,4,-9.5,-0.63784549964564,23.6609,-15.9532,4,https://english.almayadeen.net/news/politics/israel-morocco-and-western-sahara-its-deeper-than-we-thought
1268588420,20251014,WESTERN SAHARA,AFRICA,MAR,AFR,190,4,-10.0,-3.40386384544619,25.0,-13.5,1,https://www.moroccoworldnews.com/2025/10/263537/the-lies-algeria-tells-itself-about-the-moroccan-sahara/
1268587233,20251014,AFRICA,WESTERN SAHARA,AFR,MAR,190,4,-10.0,-3.40386384544619,25.0,-13.5,1,https://www.moroccoworldnews.com/2025/10/263537/the-lies-algeria-tells-itself-about-the-moroccan-sahara/
1268588419,20251014,WESTERN SAHARA,AFRICA,MAR,AFR,190,4,-10.0,-3.40386384544619,25.0,-13.5,1,https://www.moroccoworldnews.com/2025/10/263537/the-lies-algeria-tells-itself-about-the-moroccan-sahara/
1268587232,20251014,AFRICA,WESTERN SAHARA,AFR,MAR,190,4,-10.0,-3.40386384544619,25.0,-13.5,1,https://www.moroccoworldnews.com/2025/10/263537/the-lies-algeria-tells-itself-about-the-moroccan-sahara/
1255436164,20250802,MOROCCAN,,MAR,,196,4,-9.5,-3.86674598453302,25.0,-13.5,1,https://truthout.org/articles/bipartisan-us-push-tries-to-label-democratic-african-government-as-terrorist/
1088227788,20230308,,ABDULLAH,,SAU,190,4,-10.0,-3.69843527738264,25.0,-13.5,1,http://lecourrier-dalgerie.com/palestine-et-sahara-occidental-la-femme-reste-attachee-a-son-droit-a-lindependance/
1088228023,20230308,ABDULLAH,,SAU,,190,4,-10.0,-3.69843527738264,25.0,-13.5,1,http://lecourrier-dalgerie.com/palestine-et-sahara-occidental-la-femme-reste-attachee-a-son-droit-a-lindependance/
1088227967,20230308,WESTERN SAHARA,ABDULLAH,MAR,SAU,190,4,-10.0,-3.69843527738264,25.0,-13.5,1,http://lecourrier-dalgerie.com/palestine-et-sahara-occidental-la-femme-reste-attachee-a-son-droit-a-lindependance/
1088228024,20230308,ABDULLAH,WESTERN SAHARA,SAU,MAR,190,4,-10.0,-3.69843527738264,25.0,-13.5,1,http://lecourrier-dalgerie.com/palestine-et-sahara-occidental-la-femme-reste-attachee-a-son-droit-a-lindependance/
1226251083,20250213,WESTERN SAHARA,ALGERIA,MAR,DZA,190,4,-10.0,-8.10810810810811,25.0,-13.5,1,https://countercurrents.org/author/abdelkader-abderrahmane/
